Title,Link,abstract
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,本研究は、植物細胞におけるエキソサイトーシス（細胞外への物質輸送）を担うエキソシスト複合体のサブユニットEXO70A1を標的とする阻害剤Endosidin2（ES2）を用いて、アラビドプシス根細胞の細胞膜タンパク質の輸送機構を解明することを目的としています。具体的には、ES2処理によってエキソシスト複合体の機能を阻害し、細胞膜タンパク質の組成変化を質量分析とGFPタグを用いたライブイメージングで解析しました。その結果、145種類の細胞膜タンパク質の量が短時間のES2処理で有意に減少し、これらがエキソシスト依存的な輸送の候補貨物であることが示されました。これらのタンパク質は細胞成長やホルモン応答、ストレス反応など多様な機能に関与しており、植物の正常な根成長においてエキソシスト複合体が特定のタンパク質輸送を恒常的に制御していることが明らかとなりました。宇宙環境下での植物成長においても、細胞膜タンパク質の動的輸送機構の理解は重要であり、本研究はその基盤的知見を提供しています。
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,本研究は、植物ホルモンであるオーキシンの極性輸送を制御するPINタンパク質の細胞内輸送機構と、それが根の重力応答や側根形成に与える影響を明らかにすることを目的としています。著者らは、温度感受性変異体であるArabidopsis thalianaのscd1-1を用い、制限温度（25℃）でPIN1およびPIN2タンパク質が細胞内のエンドソームに蓄積し、オーキシン輸送や重力刺激に伴う非対称な遺伝子発現、側根の発生が抑制されることを観察しました。さらに、温度を18℃から25℃に上げてわずか20分でPIN2のエンドソーム蓄積が始まり、これに続いて数時間後に重力応答や根の発達異常が現れることから、PINタンパク質の輸送異常がオーキシン輸送の変化に先行することが示されました。この研究は、SCD1がRAB-GEFとしてエンドソームと細胞膜間のタンパク質輸送を調節し、オーキシンの極性輸送とそれに依存する根の形態形成に重要な役割を果たすことを明らかにし、植物の環境応答機構の理解に貢献しています。なお、本研究は宇宙環境下での影響について直接の検討は行っていません。
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,本研究は、COVID-19を引き起こすSARS-CoV-2ウイルスがどのようにして宿主細胞内に侵入し、その細胞の機能を再構築してウイルス複製を促進するかに焦点を当てています。患者由来のサンプルやオルガノイド、動物モデルを用いた多角的な解析により、ウイルス感染初期の細胞内メカニズムや代謝変化が明らかにされました。特に、細胞種や遺伝的背景、環境要因によって感染過程や細胞応答が異なることが示され、SARS-CoV-2が宿主の転写や代謝、シグナル伝達ネットワークを大規模に書き換えることが確認されました。これらの知見は、ウイルスの細胞侵入機構や宿主応答の多様性を理解し、将来的な治療戦略の開発に重要な基盤を提供するとともに、宇宙環境下での免疫応答や細胞代謝の変化を考慮した研究展開にも示唆を与えるものと考えられます。
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,本研究は、微小重力環境が細胞の核形態や遺伝子発現に与える影響において、細胞骨格と核を物理的に連結するLINC複合体の役割を明らかにすることを目的としています。3次元クリノスタットを用いた模擬微小重力環境下で、乳腺上皮細胞（MCF 10A）を観察し、LINC複合体の機能が阻害された場合と比較して、核の形状変化や遺伝子発現の応答がLINC依存的であることを示しました。特に、微小重力曝露時間の経過に伴いこれらの応答が変化し、地球上の重力による機械的刺激が通常調節している遺伝子群が関与していることが示唆されました。この成果は、宇宙空間の無重力環境が細胞の機械的シグナル伝達や組織形成に及ぼす影響を理解するうえで重要であり、長期宇宙飛行に伴う健康リスク評価にも寄与すると考えられます。
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,本研究は、地球の永久凍土から分離した細菌が、火星の表層近くに類似した低温・低圧・無酸素の二酸化炭素豊富な環境下で増殖可能かを検証することを目的としています。シベリア東北部の永久凍土から採取した6株のCarnobacterium属細菌は、0℃、7mbarの低圧、無酸素CO2雰囲気下での増殖が確認され、これらの条件下でも生命活動が可能であることを示しました。これにより、火星の過酷な環境における地球微生物の生存可能性や惑星間汚染のリスク評価に重要な示唆を与えています。ただし、火星表面の紫外線や乾燥、放射線、土壌の化学的毒性など他の過酷因子も存在するため、これらの条件下での微生物の生存や増殖にはさらなる検討が必要であると結論づけています。
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,本研究は、シベリアの永久凍土から単離されたCarnobacterium gilichinskyi株WN1359の全ゲノム配列を解読することを目的としています。この菌株は、火星の大気環境を模擬した低温（0℃）、無酸素、二酸化炭素優勢、低圧（0.7 kPa）条件下でも増殖可能である点が特徴です。研究では、この極限環境適応性の基盤を理解するためにゲノム解析を行い、宇宙環境下での微生物の生存メカニズム解明に寄与しました。得られたゲノム情報は、将来的な火星探査における生命存在可能性の評価やバイオテクノロジー応用に重要な知見を提供すると期待されます。
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,本研究は、宇宙環境や高高度の低圧環境における微生物の応答を明らかにすることを目的とし、通常の大気圧（約101 kPa）とほぼ増殖抑制圧である低圧（5 kPa、約20 km高度に相当）下で培養した枯草菌（Bacillus subtilis）の遺伝子発現を比較しました。マイクロアレイ解析により、363種類の遺伝子発現が変動し、特にストレス応答を司るSigB調節系に関連する遺伝子群が最も多く（86遺伝子）上方制御されることが示されました。この結果は、低圧環境が細胞に一般的なストレス応答を誘導することを示唆し、SigB依存のレポーター遺伝子発現の測定でも確認されました。これらの知見は、宇宙空間や成層圏などの低圧環境下での微生物の生理応答メカニズム理解に貢献すると考えられます。
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,本研究は、枯草菌（Bacillus subtilis）の胞子が宇宙環境などで遭遇する致死的な電離放射線に対して持つ耐性のメカニズムを解明することを目的としています。特に、DNAに結合するα/β型の小酸性可溶性胞子タンパク質（SASP）やジピコリン酸（DPA）、胞子内部の水分量、さらにDNA修復機構としての非相同末端結合（NHEJ）やAPエンドヌクレアーゼによる修復の役割を、X線、陽子線、高エネルギー鉄イオン線といった異なる種類の電離放射線に対する耐性で比較検討しました。その結果、DNA修復機構が胞子の放射線耐性に最も重要であり、α/β型SASPがDNAに結合して放射線による活性酸素種からDNAを保護することも大きな役割を果たす一方で、酸素ラジカルの解毒に関わる酵素活性は耐性に対してはごくわずかな影響しか持たないことが示されました。これらの知見は、宇宙空間のような高線量・高エネルギーの放射線環境下での微生物の生存戦略理解に貢献するとともに、食品保存や医療滅菌などの応用にも示唆を与えます。
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,本研究は、国際宇宙ステーション（ISS）という人間の宇宙飛行環境が、常在菌である表皮ブドウ球菌（Staphylococcus epidermidis）の成長や抗生物質リファンピシンに対する耐性変異の発生頻度および変異スペクトルに与える影響を調べることを目的としています。ISS上で122時間培養した菌株と地上の環境シミュレータで同条件培養した対照群を比較した結果、宇宙環境下では菌の生存数は減少したものの、リファンピシン耐性変異の頻度は有意に増加し、rpoB遺伝子における変異の種類も異なることが明らかになりました。これらの結果は、微小重力や宇宙放射線などの宇宙特有のストレスが細菌の遺伝子変異誘発に影響を及ぼし、抗生物質耐性の獲得に関わる遺伝子の変異ホットスポットの位置を変化させる可能性を示唆しています。今後は他の微生物種でも同様の影響を検証し、宇宙環境下での細菌の進化や感染リスク管理に役立てる必要があります。
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,本研究は、地球温暖化に伴う気温上昇が土壌や水中に生息するバチルス属細菌に与える影響を明らかにすることを目的とし、特に2〜4℃の温度上昇に対する適応能力を実験的進化の手法で検証しました。Bacillus subtilisとBacillus cereusの複数株を用いて、徐々に温度を上げながら培養し、成長能力や遺伝的変化を観察した結果、B. subtilisは比較的少ない遺伝的変化で熱耐性を向上させた一方、B. cereusは多くの突然変異を蓄積したものの高温下での成長能力は向上せず、系統ごとに異なる適応戦略が示されました。特に、細胞内のカリウム輸送を調節するシグナル分子c-di-AMPの合成に関わる遺伝子に収束的な変異が認められ、これが熱耐性獲得に重要な役割を果たす可能性が示唆されました。これらの成果は、気候変動による温度上昇が生態系の基盤となる細菌群の生存に深刻な影響を及ぼす恐れを示しており、今後の生態系保全や環境予測に向けたさらなる研究の必要性を強調しています。
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,本研究は、宇宙空間の微小重力環境が細菌の抗生物質感受性に与える影響を検証することを目的としています。国際宇宙ステーション（ISS）上で培養したバチルス・サブチリス（Bacillus subtilis）と地上対照群を比較し、72種類の抗生物質および成長阻害化合物に対する感受性をOmnilogフェノタイプマイクロアレイシステムで評価しました。その結果、わずか9種類の化合物で統計的に有意な差が認められたものの、標準的な希釈法による50%阻害濃度（IC50）測定ではFL（宇宙培養）とGC（地上培養）間に有意差は見られませんでした。これらの成果は、宇宙飛行環境下でもバチルス・サブチリスの抗生物質耐性が大きく変化しないことを示しており、長期宇宙ミッションにおける細菌の耐性増加に対する懸念を和らげる重要な知見となります。ただし、一部の結果に不一致が見られたため、詳細なメカニズム解明にはさらなる研究が必要です。
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,本研究は、ヒト宇宙飛行環境が枯草菌（Bacillus subtilis）の成長やリファンピシン耐性（Rif R）変異の頻度および変異スペクトルに与える影響を調査することを目的としています。国際宇宙ステーション（ISS）での2回のミッション（BRIC-18およびBRIC-21）において、BRIC-PDFU装置を用いて細菌を培養し、地上対照と比較しました。その結果、成長速度や耐性変異頻度に有意差は認められませんでしたが、rpoB遺伝子のリファンピシン耐性領域における変異の種類には宇宙飛行環境特有の変化が見られ、特にFL（宇宙飛行）サンプルからは新規の変異アレル（Q137RおよびL489S）が検出されました。これらの成果は、宇宙環境が細菌に独特のストレスを与え、その結果として変異のパターンが変化する可能性を示唆しており、宇宙生物学や微生物の適応機構の理解に重要な示唆を与えています。
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,本研究は、宇宙空間の微小重力環境における原核生物（細菌や古細菌）の適応メカニズムを解明することを目的としています。これまで真核生物においては、機械的ストレスの解除を感知し応答する経路が明らかにされてきましたが、原核生物の微小重力感知機構は未解明の部分が多いことから、本論文では真核生物の機械的刺激感知機構をレビューしつつ、原核生物にも類似の機械感受性構造や機構が存在することを示しています。さらに、機械的信号が細菌の核様体構造やDNAの超らせん状態、エピジェネティックな経路を介して遺伝子発現に伝達されるという包括的な機械伝達モデルを提案し、宇宙飛行環境下での原核生物の適応を説明する新たな視点を提供しています。ただし、実験的検証は今後の課題であり、提案モデルは仮説段階にあることが示唆されます。
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,本研究は、RNAポリメラーゼのβサブユニットをコードするrpoB遺伝子の変異が、抗生物質リファンピシン耐性菌である枯草菌（Bacillus subtilis）の競争的適応度に環境依存的な影響を与えることを明らかにすることを目的としています。従来、rpoB変異によるリファンピシン耐性は成長速度の低下や適応度の減少と関連付けられてきましたが、これらの評価は主に栄養豊富な実験室培地で行われており、自然環境を十分に反映していませんでした。そこで本研究では、深層シーケンシング技術と成長速度や競争実験を組み合わせ、栄養豊富なLB培地とアスパラギン最小培地という異なる環境下で複数のrpoB変異株の適応度を比較しました。その結果、特定のrpoBアレルの競争的優位性は環境によって大きく異なり、リファンピシン耐性の適応度コストは環境依存的であることが示されました。この知見は、抗生物質が存在しない状況下でも微生物が耐性を獲得・維持するメカニズムの理解に重要な示唆を与え、宇宙環境のような特殊な環境下での微生物の耐性進化研究にも応用可能と考えられます。
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,本研究は、従来の単層細胞モデルに基づくサルモネラ菌の腸上皮侵入機構の理解を超え、より生体に近い3次元（3-D）ヒト腸上皮モデルを用いて、サルモネラのタイプIII分泌系（T3SS）が腸管感染に果たす役割を解明することを目的としています。具体的には、SPI-1やSPI-2など複数のT3SS遺伝子を欠損したサルモネラ変異株を用い、3-Dモデルの多様な腸上皮細胞に対する侵入能と細胞内増殖を比較観察しました。その結果、SPI-1 T3SSは3-D腸上皮細胞への侵入には必須でなく、野生株と同程度の侵入が認められた一方で、T3SSは細胞内での細菌増殖には不可欠であることが明らかとなりました。これらの成果は、3-D腸上皮モデルが生体内に近い感染機構の解析に有用であることを示し、従来の単層モデルでは捉えきれなかったサルモネラの病原性メカニズムの理解に貢献します。なお、本研究は主に地上環境での感染モデルを対象としており、宇宙環境下での影響については言及されていません。
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,本研究は、ヒトパピローマウイルス（HPV）が感染・増殖する分化上皮組織の三次元（3D）構造を再現するため、口腔および子宮頸部由来の上皮細胞を用いた2種類の3D培養モデルを構築することを目的としています。1つは、コラーゲン繊維と線維芽細胞を含む真皮相当物の上で細胞を液面培養し、上皮の分化と層状化を促す方法であり、もう1つは宇宙環境の微小重力に類似した低せん断ストレス環境を作り出す回転壁容器（RWV）バイオリアクターを用いて、コラーゲン被覆マイクロビーズ上で細胞が自己組織化して3D集合体を形成する方法です。これらのモデルはHPV陽性・陰性の細胞に適用され、顕微鏡観察やオミクス解析を通じてHPVのライフサイクルや宿主-病原体相互作用の理解に貢献しています。特にRWVバイオリアクターの利用は、宇宙環境に類似した条件下での細胞挙動の解析に有用であり、宇宙生物医学研究への応用も期待されます。
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,この研究は、ヒト宿主内で多様な流体せん断力にさらされる機会感染菌Staphylococcus aureusが、低流体せん断環境に適応してどのようにコロニー形成や病原性を変化させるかを明らかにすることを目的としています。回転壁容器型バイオリアクターを用いて生理的に意味のある低せん断環境を再現し、S. aureusの細胞応答を解析した結果、従来の付着依存的なバイオフィルムとは異なる付着非依存的なバイオフィルム形成が誘導され、細胞は細胞外高分子物質に完全に包まれることが観察されました。さらに、低せん断条件下では成長速度の低下やカロテノイド産生の減少、酸化ストレス感受性の増加、全血中での生存率低下など病原性関連の抑制が認められ、遺伝子発現解析ではRNAシャペロンHfqの発現抑制が示されました。このHfqの流体せん断応答はグラム陰性菌で知られていましたが、本研究はグラム陽性菌で初めてその関連を示し、異なる細菌群に共通する進化的応答の存在を示唆しています。これらの結果は、S. aureusが低流体せん断環境に適応して病原性を抑えつつバイオフィルム形成を促進し、感染と定着の分岐点に関わる重要なメカニズムの理解に寄与すると考えられます。
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,本研究は、サルモネラ・エンテリカ・セロタイプ・チフムリウムにおけるydcI遺伝子の機能を明らかにすることを目的としています。ydcIは低流体せん断力環境下で発現が変動する遺伝子群（stimulon）の一員であり、DNA結合タンパク質をコードし、自己制御機能を持つことが示されました。実験では、ydcI欠損株が酸ストレスに対して感受性が高いこと、またydcIの発現誘導により細胞侵入能やバイオフィルム形成が促進されることが明らかとなり、これらはrpoS調節ネットワークに関連していることが示唆されました。これらの成果は、ydcIが細菌のストレス耐性や病原性に関与する転写調節因子として重要であることを示し、宇宙環境のような低流体せん断力条件下での細菌応答理解に貢献すると考えられます。
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,本研究は、絶滅危惧種である巨大水生サンショウウオ「オザーク・ヘルベンダー」（Cryptobranchus alleganiensis bishopi）の組織損傷および再生抑制部位から分離される微生物を培養・同定し、個体群の健康悪化と減少の原因となる病原体の可能性を探ることを目的としています。1969年から2009年にわたり個体群と生息環境が詳細に調査されてきた本種を対象に、血液寒天培地やマンニトール塩培地、サボロー培地など複数の培地を用いて病原性の可能性がある細菌や真菌を分離し、環境常在菌のほか、アエロモナス・ヒドロフィラやシュードモナス属などの機会感染菌が損傷組織に特異的に存在することを確認しました。これらの微生物の多くはバイオフィルム形成能を持ち、単一の病原体によるものではなく複合的な要因が組織損傷や再生阻害に関与している可能性が示唆されます。結果は、環境変化や病気が両生類の世界的な減少に寄与しているという仮説を支持し、宇宙環境下での生物多様性保全や生態系の健康評価にも示唆を与えるものと考えられます。
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,本研究は、宇宙空間の微小重力環境が病原性細菌Pseudomonas aeruginosa PAO1の遺伝子発現とタンパク質産生に与える影響を初めて網羅的に解析し、宇宙飛行条件下で167遺伝子と28タンパク質の発現が変動することを明らかにしました。特に、RNA結合タンパク質Hfqがグローバルな転写調節因子として機能し、異なる細菌種間で共通して宇宙飛行応答に関与することが示されました。また、宇宙飛行下では酸素代謝に関連する遺伝子の発現変化が見られ、P. aeruginosaは嫌気的な代謝モードを採用し、脱窒作用が顕著であることが示唆されました。これらの結果は、宇宙環境が細菌の病原性や感染リスクに影響を与える可能性を示しており、長期有人宇宙ミッションにおける感染症リスク評価や予防策の検討に重要な知見を提供します。
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,本研究は、鳥類病原性大腸菌（APEC）株χ7122が持つ複数の大型プラスミドの役割を明らかにし、ExPEC（腸外病原性大腸菌）の適応性や病原性メカニズムの理解を深めることを目的としています。具体的には、これまでに機能が不明だったpChi7122-2およびpChi7122-3プラスミドの全塩基配列を解読し、それぞれABC鉄輸送系やタイプIV線毛の遺伝子をコードしていることを確認しました。また、pChi7122-2には他の大腸菌株には見られずサルモネラ属に類似した糖分解経路の遺伝子クラスターも発見されました。これらのプラスミドを単独または組み合わせて持つ株を用いた培養実験では、バイオフィルム形成や胆汁・酸耐性、腸上皮細胞との相互作用においてプラスミドの種類や組み合わせ、宿主株の背景が影響を与えることが示され、ExPECの環境適応や病原性維持にプラスミドが多面的に寄与していることが明らかになりました。宇宙環境特有のストレス条件下でも細菌の適応機構を理解する上で、こうしたプラスミド由来の多様な機能は重要な知見となると考えられます。
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,本研究は、ノロウイルス（NoV）の増殖を試みるために、3次元（3-D）培養した腸上皮細胞モデル（INT-407由来）を用いて、以前報告されたNoV増殖および細胞病変効果（CPE）の再現性を検証することを目的としました。高度に精製したノーウォークウイルス（NV）を用いて感染させた結果、リアルタイムPCRや免疫染色によるウイルス構造・非構造タンパク質の検出でNVの増殖は確認されず、またNVの結合に関与するヒトのヒスト血液型抗原（HBGA）も3-D培養細胞表面に発現していませんでした。さらに、以前の報告で観察されたCPE様の形態変化は、NVではなく、ウイルス試料に混入しやすい腸内細菌由来のリポ多糖（LPS）によって誘導されることが示されました。これらの結果から、3-D INT-407モデルはNVの増殖を支持せず、HBGA非発現によりNVの細胞侵入や増殖に必要な受容体が欠如しているため、NV感染研究には不適切であることが示唆されます。宇宙環境下でのウイルス感染モデル構築にも応用可能な3-D培養系の開発には、より生理的なヒト腸組織由来細胞や免疫細胞を含む共培養モデルの検討が今後の課題とされます。
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,本研究は、微小重力環境を模した低せん断力（LSMMG）が腸内細菌科（Enterobacteriaceae）に与える影響の保存性を明らかにすることを目的としています。複数のグラム陰性菌種を対象に、表現型解析や遺伝子発現解析（qPCR）、標的遺伝子変異導入を用いてLSMMG応答の有無とその特徴を比較検討しました。その結果、LSMMG応答は腸内細菌科全体に保存されているものの、応答の方向性（遺伝子の上方または下方制御）は属によって異なることが示されました。さらに、トリプトファン合成に関わるtrp遺伝子群とその調節因子TrpRの役割をサルモネラ・チフムリウムと大腸菌で検証しましたが、これらの遺伝子変異はLSMMG応答に影響を与えないことが判明しました。本研究は、宇宙環境に類似した低せん断力条件下での細菌応答の理解を深め、将来的に宇宙飛行環境を利用した細菌の機能改変や応用展開に寄与する重要な知見を提供しています。
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,本研究は、健康な人が緑膿菌（Pseudomonas aeruginosa）感染から守られる一方で、嚢胞性線維症患者や上皮組織が損傷した人が特に感染を受けやすい理由を解明することを目的としています。そのために、ヒトの粘膜組織の健康状態や疾患状態を模倣したin vitroモデルを用いて、宿主の微小環境と緑膿菌との動的な相互作用を再現し、感染メカニズムを生理学的に検証しました。具体的には、上皮の極性、細胞間結合、細胞外マトリックス、粘液、多細胞構造や常在微生物叢などの因子が緑膿菌の病原性に与える影響を考慮した培養モデルを紹介し、その利点と限界を論じています。これらのモデルの改良は、宇宙環境下での免疫機能変化なども含めた宿主微小環境の理解を深め、基礎研究から臨床応用への橋渡しに貢献すると期待されます。
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,本研究は、COVID-19の死亡リスクに影響を与える要因として、感染前の慢性的な水分不足（サブオプティマルハイドレーション）が重要である可能性を検討しています。実験的・臨床的・疫学的証拠をもとに、水分不足が体内の水分保持機構や免疫応答、肺の液体貯留に関わる複数の経路を介して、感染リスクや重症化を高めることを示唆しています。特に、血漿の高張性や全身の水分不足が肺のACE2受容体の増加や炎症反応の亢進を引き起こし、肺内の液体排出能力を低下させることで、COVID-19の致死率に影響を及ぼすと考えられます。これらの知見は、感染前の水分状態を評価・改善することが感染予防や重症化抑制の新たな戦略となりうることを示しており、宇宙環境のような特殊な環境下でも免疫系の適応や水分管理の重要性を示唆しています。
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,本研究は、脱細胞化した肺の足場（スキャフォールド）に間質細胞や機能的な上皮細胞を再び定着させる技術の向上を目的としています。マウス由来の骨髄間葉系幹細胞（MSC）と肺胞上皮細胞を用い、従来の静的培養と比較して、回転壁容器（RWV）という動的な低せん断力の懸濁培養システムで再細胞化を行ったところ、細胞数の増加、アポトーシスの減少、増殖の促進、RNA量の増加が確認されました。さらに、動的培養下ではMSCが線維芽細胞様に分化し、コラーゲンIを産生することで足場の細胞外マトリックスのリモデリングが促進されることが示唆されました。これらの成果は、宇宙環境のような特殊な条件下でも細胞の生存や分化を支えるための組織工学的手法の発展に寄与すると考えられますが、詳細なメカニズムや長期的な機能評価については今後の検討が必要です。
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,本研究は、腸管上皮細胞とマクロファージを共培養した三次元モデルを開発し、サルモネラ菌の腸内定着パターンをより生理的に再現することを目的としています。NASAの回転壁容器（RWV）を用いて、コラーゲン被覆スキャフォールド上に活性化したU937マクロファージとHT-29上皮細胞を共培養し、免疫組織化学的解析やビーズ取り込み試験で細胞の分化と機能を確認しました。このモデルは、三次元構造や細胞極性、タイトジャンクション、ムチン産生、多様な上皮細胞種、そして機能的なマクロファージの存在を示し、従来の単層培養よりも生体内に近い環境を再現しています。さらに、異なるサルモネラ株を好気的・微好気的条件で感染させた結果、マクロファージの抗菌作用により共培養モデルでの菌定着が減少し、株ごとに異なる感染様式や細胞内局在パターンが観察されました。これらの成果は、腸内の多細胞環境が感染制御に重要であることを示し、将来的に腸管感染症の病態解明や治療法開発に貢献すると期待されます。なお、本研究は主に地上でのモデル構築であり、宇宙環境下での影響については今後の検討課題です。
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,本研究は、従来の二次元（2-D）単層細胞培養モデルが持つ限界を克服し、より生理的に意義のある三次元（3-D）細胞培養モデルを用いて、宿主と病原体の相互作用を微小環境の文脈で再現・解析することを目的としています。特に、感染経路の主要な場であるヒト腸粘膜の3-Dモデルを中心に、回転壁容器（RWV）バイオリアクターや細胞外マトリックス内培養、オルガノイド、オルガンオンチップ（OAC）などの先進的技術を用いた研究成果を概説しています。これらのモデルは、腸組織の複雑な生物学的・化学的・物理的環境を再現し、感染の成立や進行、共生微生物との相互作用をより正確に模倣することで、感染症のメカニズム解明や抗菌療法開発に新たな展望をもたらしました。今後も3-Dモデルの高度化と多様なシステムの統合により、個別化医療やワクチン開発に資する臨床的予測性の高い研究基盤が構築されることが期待されており、宇宙環境下での微小重力など特殊な条件下での感染症研究にも応用可能な重要な技術的進展といえます。
Evaluating the effect of spaceflight on the host‚Äìpathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,本研究は、宇宙空間がヒトの腸上皮細胞と食中毒の原因菌であるサルモネラ・チフムリウムとの相互作用に及ぼす影響を明らかにすることを目的としています。スペースシャトルSTS-131ミッションで実施されたSTL-IMMUNE研究では、ヒト細胞と病原菌の両方を同時に宇宙環境に曝露し、感染時のトランスクリプトミクスおよびプロテオミクス解析を用いて多層的な分子応答を調査しました。これにより、宇宙飛行中の感染症に関連する細胞内の変化や病原体の挙動が初めて詳細に解析され、宇宙環境が感染症の発症や進行に与える影響を理解する重要な知見が得られました。ただし、本文からは具体的な成果の詳細が不明なため、解析結果の詳細な解釈については論文本文の参照が必要です。
Rapid phenotypic response of LSMMG-'primed' Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,本研究は、ヒトの腸内常在菌である真菌Candida albicans（C. albicans）が、アルコール摂取行動に与える影響をマウスモデルで検証しました。C. albicansで腸内がコロニー形成されたマウスは、血中のプロスタグランジンE2（PGE2）濃度が上昇し、それに伴いエタノールの摂取量と嗜好性が低下することが明らかとなりました。さらに、PGE2の受容体EP1およびEP2の拮抗薬投与によりこの嗜好低下が回復し、逆にPGE2誘導体の投与で嗜好が減少することから、PGE2シグナルが行動変容に重要な役割を果たすことが示されました。また、C. albicansコロニー形成は脳内のドーパミン受容体遺伝子発現やエタノールに対する味覚嫌悪学習の獲得速度にも影響を与え、運動協調性の低下も観察されるなど、エタノールの神経行動効果を変化させることが示唆されました。これらの成果は、腸内真菌が宿主のアルコール関連行動や神経免疫応答に影響を及ぼす可能性を示し、宇宙環境下での微生物叢変化が精神行動に及ぼす影響の理解にも寄与すると考えられます。
